host_group,collection_date,genome_id,genome_name,subtype,genome_length,decimal_date,year_int
Human,2017-02-13,1968231.6,Influenza A virus (A/Texas/47/2017(H3N2)),H3N2,1737,2017.1178082191784,2017
Nonhuman Mammal,2014-06-04,1761629.3,Influenza A virus (A/swine/Manitoba/D0340/2014(H3N2)),H3N2,1737,2014.4219178082192,2014
Human,2025-01-16,11320.830715,Influenza A virus A/Massachusetts/ISC-1250/2025,H3N2,1737,2025.041095890411,2025
Human,2018-10-28,11320.244979,Influenza A virus A/Victoria/2123/2018,H3N2,1737,2018.8219178082193,2018
Human,2024-12-22,11320.832884,Influenza A virus A/Massachusetts/ISC-1318/2024,H3N2,1737,2024.9726775956285,2024
Human,2016-01-05,1865853.5,Influenza A virus (A/Hawaii/05/2016(H3N2)),H3N2,1737,2016.0109289617487,2016
Human,2017-03-19,1984900.4,Influenza A virus (A/Illinois/27/2017(H3N2)),H3N2,1737,2017.2109589041097,2017
Nonhuman Mammal,2014-05,1512256.3,Influenza A virus (A/swine/USA/A01410908/2014(H3N2)),H3N2,1701,2014.3671232876711,2014
Human,2025-01-11,11320.831289,Influenza A virus A/Massachusetts/ISC-1125/2025,H3N2,1737,2025.027397260274,2025
Human,2015-01-22,1731533.14,Influenza A virus (A/New Hampshire/05/2015(H3N2)),H3N2,1701,2015.0575342465752,2015
Human,2009-07-31,1038280.11,Influenza A virus (A/Hong Kong/H090-763-V10/2009(H3N2)),H3N2,1738,2009.5753424657537,2009
Human,2016-04-22,1910294.18,Influenza A virus (A/Washington/74/2016(H3N2)),H3N2,1737,2016.3060109289615,2016
Nonhuman Mammal,2012-07-18,1223808.3,Influenza A virus (A/swine/Indiana/A00968380/2012(H3N2)),H3N2,1701,2012.5437158469945,2012
Nonhuman Mammal,2012-07-15,1512090.5,Influenza A virus (A/swine/Guangxi/1874/2012(H3N2)),H3N2,1701,2012.535519125683,2012
Nonhuman Mammal,2012-10-17,1761573.3,Influenza A virus (A/swine/Manitoba/D0102/2012(H3N2)),H3N2,1701,2012.792349726776,2012
Human,2013-07-05,1522628.7,Influenza A virus (A/Nicaragua/7607_03/2013(H3N2)),H3N2,1737,2013.5068493150684,2013
Human,1996-03,2036223.3,Influenza A virus (A/Hong Kong/CUHK10703/1996(H3N2)),H3N2,1689,1996.2021857923496,1996
Human,2017-02-28,1980839.6,Influenza A virus (A/Texas/67/2017(H3N2)),H3N2,1737,2017.158904109589,2017
Human,2017-09-05,2043124.7,Influenza A virus (A/Vermont/14/2017(H3N2)),H3N2,1737,2017.676712328767,2017
Human,2015-08-06,1731834.8,Influenza A virus (A/Texas/65/2015(H3N2)),H3N2,1701,2015.5945205479452,2015
Human,2016-12-29,1960399.5,Influenza A virus (A/Connecticut/44/2016(H3N2)),H3N2,1737,2016.9918032786888,2016
Human,2015-11-23,1788782.12,Influenza A virus (A/Pennsylvania/50/2015(H3N2)),H3N2,1737,2015.8931506849317,2015
Human,2025-01-16,11320.968098,Influenza A virus A/Wisconsin/11/2025,H3N2,1737,2025.041095890411,2025
Human,2013-07-10,1589870.5,Influenza A virus (A/Nicaragua/5465_01_TR3/2013(H3N2)),H3N2,1737,2013.5205479452056,2013
Human,2014-03-30,1515853.5,Influenza A virus (A/New Mexico/06/2014(H3N2)),H3N2,1701,2014.2410958904109,2014
Nonhuman Mammal,2002-11-29,256044.3,Influenza A virus (A/swine/Pingtung/199-2/2002(H3N2)),H3N2,1701,2002.909589041096,2002
Human,2017-01-07,1948959.12,Influenza A virus (A/Missouri/01/2017(H3N2)),H3N2,1737,2017.0164383561644,2017
Human,2024-01-17,11320.985184,Influenza A virus A/Nicaragua/14333.02AV1/2024,H3N2,1737,2024.0437158469945,2024
Nonhuman Mammal,2017-09-13,2042050.3,Influenza A virus (A/swine/North Carolina/A01785294/2017(H3N2)),H3N2,1701,2017.6986301369864,2017
Human,2017-03-09,2037499.3,Influenza A virus (A/Utah/6182/2017(H3N2)),H3N2,1701,2017.1835616438357,2017
Nonhuman Mammal,2013-08-28,1517610.6,Influenza A virus (A/swine/Iowa/13H076/2013(H3N2)),H3N2,1701,2013.654794520548,2013
Human,2011-09-16,1590888.6,Influenza A virus (A/Thailand/CU-B5697/2011(H3N2)),H3N2,1701,2011.7068493150684,2011
Human,2016-12-21,1980385.11,Influenza A virus (A/Linkou/0181/2016(H3N2)),H3N2,1751,2016.9699453551912,2016
Human,2017-01-18,2015112.3,Influenza A virus (A/New Jersey/5735/2017(H3N2)),H3N2,1701,2017.0465753424655,2017
Human,2017-07-15,2064975.4,Influenza A virus (A/Nicaragua/6461_14/2017(H3N2)),H3N2,1737,2017.5342465753424,2017
Human,2013-02-01,1652940.3,Influenza A virus (A/Wisconsin/V131329/2013(H3N2)),H3N2,1701,2013.0849315068492,2013
Human,2024-12-21,11320.969692,Influenza A virus A/Minnesota/161/2024,H3N2,1737,2024.9699453551912,2024
Human,2009-06,2036405.3,Influenza A virus (A/Hong Kong/CUHK73629/2009(H3N2)),H3N2,1689,2009.4520547945208,2009
Human,2017-01-29,1964659.6,Influenza A virus (A/California/20/2017(H3N2)),H3N2,1737,2017.0767123287671,2017
Human,2017-02-03,1972323.3,Influenza A virus (A/Colorado/08/2017(H3N2)),H3N2,1737,2017.090410958904,2017
Human,2017-09-13,2051197.5,Influenza A virus (A/South Dakota/27/2017(H3N2)),H3N2,1737,2017.6986301369864,2017
Nonhuman Mammal,2017-01-20,1955296.3,Influenza A virus (A/swine/Michigan/A01672424/2017(H3N2)),H3N2,1701,2017.0520547945205,2017
Human,2019-02-01,11320.96932,Influenza A virus A/Hawaii/08/2019,H3N2,1737,2019.0849315068492,2019
Human,2016-02-21,1866006.6,Influenza A virus (A/New Mexico/09/2016(H3N2)),H3N2,1737,2016.139344262295,2016
Human,2025-01-21,11320.830577,Influenza A virus A/Massachusetts/ISC-1264/2025,H3N2,1737,2025.054794520548,2025
Human,2022-06-13,11320.985416,Influenza A virus A/Nicaragua/8773.03.TR1AV1/2022,H3N2,1737,2022.4465753424656,2022
Human,2016-12-12,1960406.15,Influenza A virus (A/Hawaii/106/2016(H3N2)),H3N2,1737,2016.9453551912568,2016
Human,2014-01-07,1590936.6,Influenza A virus (A/Thailand/CU-C4406/2014(H3N2)),H3N2,1701,2014.0164383561644,2014
Nonhuman Mammal,2021-04-09,11320.282974,Influenza A virus A/swine/Illinois/A02525379/2021,H3N2,1701,2021.268493150685,2021
Human,2016-09-27,1917617.13,Influenza A virus (A/Pennsylvania/89/2016(H3N2)),H3N2,1737,2016.7377049180327,2016
Avian,1994-05-23,1093340.3,Influenza A virus (A/red knot/Delaware Bay/252/1994(H3N2)),H3N2,1734,1994.3890410958904,1994
Human,2015-12-14,1865791.7,Influenza A virus (A/Colorado/40/2015(H3N2)),H3N2,1737,2015.9506849315069,2015
Human,2015-07-10,1788754.6,Influenza A virus (A/New York/55/2015(H3N2)),H3N2,1701,2015.5205479452056,2015
Human,2014-12-09,1731495.9,Influenza A virus (A/Montana/27/2014(H3N2)),H3N2,1701,2014.93698630137,2014
Human,2024-04-25,11320.838641,Influenza A virus A/Florida/ISC-1220/2024,H3N2,1737,2024.3142076502731,2024
Human,2016-06-24,2043921.6,Influenza A virus (A/South Australia/34/2016(H3N2)),H3N2,1737,2016.4781420765028,2016
Human,2016-10-25,1925209.13,Influenza A virus (A/Tennessee/29/2016(H3N2)),H3N2,1737,2016.8142076502731,2016
Human,2014-11-20,1731078.7,Influenza A virus (A/Delaware/25/2014(H3N2)),H3N2,1701,2014.8849315068496,2014
Nonhuman Mammal,2016-06-18,1934885.7,Influenza A virus (A/swine/Michigan/16TOSU3443/2016(H3N2)),H3N2,1701,2016.46174863388,2016
Human,2014-12-08,1916623.5,Influenza A virus (A/Washington/45/2014(H3N2)),H3N2,1701,2014.9342465753425,2014
Human,2022-03-28,11320.984156,Influenza A virus A/Nicaragua/9545.06AR1/2022,H3N2,1737,2022.235616438356,2022
Human,2017-03-19,1984874.17,Influenza A virus (A/Arkansas/17/2017(H3N2)),H3N2,1737,2017.2109589041097,2017
Human,2017-02-07,1979035.4,Influenza A virus (A/Washington/13/2017(H3N2)),H3N2,1737,2017.1013698630136,2017
Human,2024-11-29,11320.980553,Influenza A virus A/Oklahoma/09/2024,H3N2,1737,2024.9098360655737,2024
Human,2024-12-01,11320.825204,Influenza A virus A/Texas/USAFSAM-15536/2024,H3N2,1701,2024.915300546448,2024
Human,2015-07-17,1823784.4,Influenza A virus (A/Alaska/126/2015(H3N2)),H3N2,1737,2015.5397260273976,2015
Human,2015-03-03,1916489.5,Influenza A virus (A/Idaho/13/2015(H3N2)),H3N2,1701,2015.1671232876713,2015
Human,2014-12-28,1716887.3,Influenza A virus (A/New York/4307/2014(H3N2)),H3N2,1701,2014.9890410958903,2014
Human,1974,1086861.5,Influenza A virus (A/Bilthoven/5146/1974(H3N2)),H3N2,1733,1974.0,1974
Human,2014-12-16,1716629.3,Influenza A virus (A/Alabama/4226/2014(H3N2)),H3N2,1701,2014.9561643835616,2014
Human,2021-11-22,11320.282763,Influenza A virus A/Texas/04/2021,H3N2,1737,2021.890410958904,2021
Human,2015-06-03,1979338.12,Influenza A virus (A/Porto Alegre/LACENRS-1155/2015(H3N2)),H3N2,1762,2015.419178082192,2015
Human,2014-12-03,1731649.4,Influenza A virus (A/North Carolina/41/2014(H3N2)),H3N2,1701,2014.9205479452055,2014
Human,2024-12-25,11320.969236,Influenza A virus A/New Hampshire/128/2024,H3N2,1737,2024.98087431694,2024
Nonhuman Mammal,2012-03-11,1512095.7,Influenza A virus (A/swine/Guangxi/508/2012(H3N2)),H3N2,1701,2012.191256830601,2012
Human,2010-07-21,1287843.5,Influenza A virus (A/Texas/04/2010(H3N2)),H3N2,1701,2010.5506849315068,2010
Human,2015-05-25,2043682.3,Influenza A virus (A/Brisbane/107/2015(H3N2)),H3N2,1737,2015.3945205479451,2015
Nonhuman Mammal,2017-11-14,2067661.3,Influenza A virus (A/swine/Missouri/A01785353/2017(H3N2)),H3N2,1701,2017.868493150685,2017
Human,2017-02-01,2005981.3,Influenza A virus (A/California/NHRC_FDX12014/2017(H3N2)),H3N2,1701,2017.0849315068492,2017
Human,2016-11-02,1932482.6,Influenza A virus (A/Louisiana/25/2016(H3N2)),H3N2,1737,2016.8360655737704,2016
Human,2025-01-09,11320.978958,Influenza A virus A/Massachusetts/MA-Broad_MGH-23067/2025,H3N2,1718,2025.021917808219,2025
Human,2016-03-23,1866190.21,Influenza A virus (A/Wyoming/15/2016(H3N2)),H3N2,1737,2016.224043715847,2016
Human,2014-08-06,2043788.3,Influenza A virus (A/Newcastle/1016/2014(H3N2)),H3N2,1737,2014.5945205479452,2014
Human,1995-01-24,1086892.4,Influenza A virus (A/Hong Kong/3/1995(H3N2)),H3N2,1731,1995.06301369863,1995
Human,2014-12-08,1731549.9,Influenza A virus (A/New Hampshire/32/2014(H3N2)),H3N2,1701,2014.9342465753425,2014
Human,2024-11-04,11320.982264,Influenza A virus A/Idaho/56/2024,H3N2,1737,2024.8415300546449,2024
Human,2011-06-16,1978574.4,Influenza A virus (A/Bage/LACENRS-294/2011(H3N2)),H3N2,1762,2011.454794520548,2011
Human,2017-09-05,2043119.6,Influenza A virus (A/Ohio/39/2017(H3N2)),H3N2,1737,2017.676712328767,2017
Nonhuman Mammal,2018-10-15,11320.247778,Influenza A virus A/canine/Ontario/NCFAD-2018-064-1/2018,H3N2,1701,2018.786301369863,2018
Human,2015-07-06,2043695.3,Influenza A virus (A/Brisbane/140/2015(H3N2)),H3N2,1737,2015.509589041096,2015
Human,2016-07-25,2043674.5,Influenza A virus (A/Brisbane/1004/2016(H3N2)),H3N2,1737,2016.5628415300544,2016
Human,2019-02-10,11320.98156,Influenza A virus A/South Dakota/10/2019,H3N2,1737,2019.109589041096,2019
Human,2011-02-14,1093024.3,Influenza A virus (A/Boston/DOA42/2011(H3N2)),H3N2,1732,2011.1205479452055,2011
Human,2024-12-05,11320.978391,Influenza A virus A/California/LACPHL-INF01281/2024,H3N2,1701,2024.926229508197,2024
Nonhuman Mammal,2013-08-07,1392761.3,Influenza A virus (A/swine/Illinois/A01398587/2013(H3N2)),H3N2,1701,2013.5972602739728,2013
Human,2016-04-01,1909884.8,Influenza A virus (A/Connecticut/30/2016(H3N2)),H3N2,1737,2016.2486338797817,2016
Human,2016-04-20,1866143.14,Influenza A virus (A/Virginia/37/2016(H3N2)),H3N2,1737,2016.3005464480875,2016
Human,2025-01-22,11320.983934,Influenza A virus A/Washington/USAFSAM-15241/2025,H3N2,1701,2025.0575342465752,2025
Human,2017-01-31,1964683.7,Influenza A virus (A/Indiana/11/2017(H3N2)),H3N2,1737,2017.0794520547945,2017
Human,2012-01-10,1394915.3,Influenza A virus (A/British Columbia/004/2012(H3N2)),H3N2,1701,2012.0245901639344,2012
Human,2017-03-20,1987192.4,Influenza A virus (A/Hawaii/17/2017(H3N2)),H3N2,1737,2017.213698630137,2017
Nonhuman Mammal,2017-10-19,2068712.3,Influenza A virus (A/swine/Illinois/A02134235/2017(H3N2)),H3N2,1701,2017.7972602739728,2017
Human,2017-09-28,2051170.16,Influenza A virus (A/Maryland/53/2017(H3N2)),H3N2,1737,2017.7397260273972,2017
Human,2017-02-03,1973791.8,Influenza A virus (A/North Carolina/09/2017(H3N2)),H3N2,1737,2017.090410958904,2017
Human,2017-11-24,2069509.6,Influenza A virus (A/Hawaii/57/2017(H3N2)),H3N2,1737,2017.8958904109588,2017
Human,2015-06-24,1823798.5,Influenza A virus (A/Alaska/63/2015(H3N2)),H3N2,1701,2015.4767123287672,2015
Human,2025-01-12,11320.832188,Influenza A virus A/Colorado/ISC-1044/2025,H3N2,1737,2025.0301369863016,2025
Human,2015-01-10,1855489.4,Influenza A virus (A/Fukuoka/DS-323v/2015(H3N2)),H3N2,1701,2015.024657534247,2015
Human,2010-09-29,1147464.3,Influenza A virus (A/Ontario/C575475/2010(H3N2)),H3N2,1701,2010.7424657534248,2010
Human,2010-12-07,1599326.3,Influenza A virus (A/Pennsylvania/42/2010(H3N2)),H3N2,1698,2010.9315068493152,2010
Human,2024-12-30,11320.825234,Influenza A virus A/Texas/USAFSAM-15504/2024,H3N2,1701,2024.9945355191255,2024
Nonhuman Mammal,2010-11-22,1163379.6,Influenza A virus (A/swine/Illinois/A01047009/2010(H3N2)),H3N2,1702,2010.890410958904,2010
Human,2017-08-14,11320.244958,Influenza A virus A/Victoria/2116/2017,H3N2,1737,2017.6164383561645,2017
Human,2017-02-22,1973779.4,Influenza A virus (A/Louisiana/13/2017(H3N2)),H3N2,1737,2017.1424657534249,2017
Human,2015-09-03,1788559.6,Influenza A virus (A/Alaska/221/2015(H3N2)),H3N2,1701,2015.6712328767123,2015
Human,2017-08-13,2065008.5,Influenza A virus (A/Nicaragua/9086_06/2017(H3N2)),H3N2,1737,2017.613698630137,2017
Human,2016-08-29,1913243.14,Influenza A virus (A/New York/95/2016(H3N2)),H3N2,1737,2016.6584699453551,2016
Human,2016-12-23,2015146.3,Influenza A virus (A/Utah/5712/2016(H3N2)),H3N2,1701,2016.9754098360656,2016
Human,2024-12-25,11320.975567,Influenza A virus A/California/LACPHL-INF01334/2024,H3N2,1701,2024.98087431694,2024
Human,2025-01-29,11320.992798,Influenza A virus A/Michigan/UM-10062082425/2025,H3N2,1701,2025.0767123287671,2025
Human,2011-11-11,1517282.3,Influenza A virus (A/Singapore/C2011.863/2011(H3N2)),H3N2,1762,2011.8602739726027,2011
Human,2016-09-14,1910714.6,Influenza A virus (A/Pennsylvania/86/2016(H3N2)),H3N2,1737,2016.7021857923496,2016
Human,2017-02-15,2037172.3,Influenza A virus (A/Florida/5975/2017(H3N2)),H3N2,1701,2017.123287671233,2017
Avian,2018-03-12,11320.276527,Influenza A virus A/duck/China/322D22/2018,H3N2,1765,2018.1917808219175,2018
Human,2015-01-28,1731535.16,Influenza A virus (A/New Hampshire/07/2015(H3N2)),H3N2,1701,2015.07397260274,2015
Human,2014-05-01,1553963.5,Influenza A virus (A/Utah/08/2014(H3N2)),H3N2,1701,2014.3287671232877,2014
Human,2011-12-01,2018270.3,Influenza A virus (A/Korea/KUMC-GR124/2011(H3N2)),H3N2,1701,2011.9150684931508,2011
Nonhuman Mammal,2012-01-09,1293743.6,Influenza A virus (A/swine/Thailand/CU-P43/2012(H3N2)),H3N2,1701,2012.0218579234972,2012
Nonhuman Mammal,2015-10-19,1755967.3,Influenza A virus (A/swine/Illinois/A01945691/2015(H3N2)),H3N2,1701,2015.7972602739728,2015
Human,2015-02-12,1916476.6,Influenza A virus (A/Hawaii/13/2015(H3N2)),H3N2,1701,2015.1150684931504,2015
Human,2024-12-18,11320.978145,Influenza A virus A/Washington/WA-UW-07488/2024,H3N2,1749,2024.96174863388,2024
Human,2016-12-13,1936916.6,Influenza A virus (A/Nebraska/27/2016(H3N2)),H3N2,1737,2016.948087431694,2016
Human,2015-09-06,1788554.6,Influenza A virus (A/Alaska/216/2015(H3N2)),H3N2,1701,2015.6794520547944,2015
Nonhuman Mammal,2008,1261418.3,Influenza A virus (A/swine/Osaka-C/12-20/2008(H3N2)),H3N2,1701,2008.0,2008
Human,2015-09-01,2044136.3,Influenza A virus (A/Victoria/3015/2015(H3N2)),H3N2,1737,2015.6657534246576,2015
Human,2017-02-13,1984915.6,Influenza A virus (A/Michigan/25/2017(H3N2)),H3N2,1737,2017.1178082191784,2017
Human,2016-06-30,2043994.5,Influenza A virus (A/Sydney/142/2016(H3N2)),H3N2,1737,2016.4945355191255,2016
Nonhuman Mammal,2012-03-08,1214861.3,Influenza A virus (A/swine/Minnesota/A01125992/2012(H3N2)),H3N2,1701,2012.1830601092895,2012
Human,2014,1774843.6,Influenza A virus (A/Parma/28/2014(H3N2)),H3N2,1701,2014.0,2014
Nonhuman Mammal,2014,1729434.16,Influenza A virus (A/swine/Ohio/14TOSU21818/2014(H3N2)),H3N2,1701,2014.0,2014
Nonhuman Mammal,2012-02-27,2008174.7,Influenza A virus (A/swine/Iowa/MT_12_07_1914/2012(H3N2)),H3N2,1762,2012.155737704918,2012
Human,2015-02-16,1731785.3,Influenza A virus (A/Texas/11/2015(H3N2)),H3N2,1701,2015.1260273972605,2015
Human,2010-05-19,1599658.3,Influenza A virus (A/Sri Lanka/9/2010(H3N2)),H3N2,1698,2010.3780821917808,2010
Human,2025-01-30,11320.971342,Influenza A virus A/Massachusetts/MA-Broad_MGH-23631/2025,H3N2,1718,2025.0794520547945,2025
Human,2016-11-28,1954759.3,Influenza A virus (A/Alberta/164/2016(H3N2)),H3N2,1701,2016.9071038251368,2016
Human,2014-12-31,1716927.3,Influenza A virus (A/North Carolina/4458/2014(H3N2)),H3N2,1701,2014.9945205479453,2014
Human,2013-01-14,1527472.3,Influenza A virus (A/Mississippi/27/2013(H3N2)),H3N2,1749,2013.035616438356,2013
Human,2010,1867871.3,Influenza A virus (A/Kenya/202/2010(H3N2)),H3N2,1718,2010.0,2010
Human,2012,1774852.6,Influenza A virus (A/Parma/58/2012(H3N2)),H3N2,1738,2012.0,2012
Human,1996,1086884.4,Influenza A virus (A/Geneva/3958/1996(H3N2)),H3N2,1732,1996.0,1996
Human,2016-03-28,1931548.3,Influenza A virus (A/Ohio/5478/2016(H3N2)),H3N2,1701,2016.2377049180327,2016
Human,2014-12-18,1716713.3,Influenza A virus (A/Georgia/4263/2014(H3N2)),H3N2,1701,2014.9616438356163,2014
Human,2007-07-26,1052414.3,Influenza A virus (A/HaNoi/BT251/2007(H3N2)),H3N2,1735,2007.564383561644,2007
Human,2016-04-21,2027215.3,Influenza A virus (A/Thailand/CU-C6513/2016(H3N2)),H3N2,1701,2016.3032786885249,2016
Nonhuman Mammal,2016-09-28,1912079.3,Influenza A virus (A/swine/Iowa/A01781977/2016(H3N2)),H3N2,1701,2016.74043715847,2016
Human,2009-05-04,1287823.3,Influenza A virus (A/Minnesota/05/2009(H3N2)),H3N2,1701,2009.33698630137,2009
Human,2017-10-26,2054944.5,Influenza A virus (A/California/106/2017(H3N2)),H3N2,1737,2017.8164383561643,2017
Human,2013-09-23,1515750.3,Influenza A virus (A/Alaska/14/2013(H3N2)),H3N2,1701,2013.72602739726,2013
Human,2011-01-15,1162885.3,Influenza A virus (A/Ontario/015/2011(H3N2)),H3N2,1738,2011.0383561643837,2011
Nonhuman Mammal,2012-08-23,1512075.6,Influenza A virus (A/swine/Guangdong/2919/2012(H3N2)),H3N2,1701,2012.642076502732,2012
Human,2024-05-30,11320.984822,Influenza A virus A/Nicaragua/11592.33AV1/2024,H3N2,1737,2024.4098360655737,2024
Human,2015-01-26,1716833.3,Influenza A virus (A/Massachusetts/4665/2015(H3N2)),H3N2,1701,2015.0684931506848,2015
Human,2014-12-18,1716664.3,Influenza A virus (A/Colorado/4237/2014(H3N2)),H3N2,1701,2014.9616438356163,2014
Human,2015-01-03,2034123.5,Influenza A virus (A/Canada/9A/2015(H3N2)),H3N2,1701,2015.0054794520547,2015
Human,2017-08-23,2065009.5,Influenza A virus (A/Nicaragua/9116_07/2017(H3N2)),H3N2,1737,2017.641095890411,2017
Human,2017-10-06,2053254.6,Influenza A virus (A/Iowa/29/2017(H3N2)),H3N2,1737,2017.7616438356165,2017
Human,2016-12-22,2015129.3,Influenza A virus (A/South Korea/5699/2016(H3N2)),H3N2,1701,2016.9726775956285,2016
Human,2016-01-07,2027168.3,Influenza A virus (A/Thailand/CU-A2144/2016(H3N2)),H3N2,1701,2016.016393442623,2016
Human,2004,1052382.3,Influenza A virus (A/TayNguyen/TN46/2004(H3N2)),H3N2,1735,2004.0,2004
Human,2025-01-20,11320.832149,Influenza A virus A/Colorado/ISC-1074/2025,H3N2,1737,2025.0520547945205,2025
Human,2015-08-26,1788539.3,Influenza A virus (A/Alaska/172/2015(H3N2)),H3N2,1701,2015.6493150684933,2015
Nonhuman Mammal,2012-05-09,1198387.3,Influenza A virus (A/swine/Indiana/A01203509/2012(H3N2)),H3N2,1701,2012.3524590163936,2012
Human,2015-02-13,1731353.5,Influenza A virus (A/Maine/09/2015(H3N2)),H3N2,1701,2015.1178082191784,2015
Nonhuman Mammal,2012-08-01,1235993.3,Influenza A virus (A/swine/Indiana/A00968390/2012(H3N2)),H3N2,1701,2012.5819672131147,2012
Human,2019-01-31,11320.97824,Influenza A virus A/North Carolina/08/2019,H3N2,1737,2019.0794520547945,2019
Human,2016-09-25,1932452.6,Influenza A virus (A/Alaska/27/2016(H3N2)),H3N2,1737,2016.7322404371585,2016
Human,2016-11-06,2049850.5,Influenza A virus (A/Nicaragua/7964_05/2016(H3N2)),H3N2,1737,2016.8469945355191,2016
Nonhuman Mammal,2014,1729433.14,Influenza A virus (A/swine/Ohio/14TOSU21817/2014(H3N2)),H3N2,1701,2014.0,2014
Human,2016-11-02,1932841.4,Influenza A virus (A/West Virginia/09/2016(H3N2)),H3N2,1737,2016.8360655737704,2016
Human,2013-05-01,1590917.6,Influenza A virus (A/Thailand/CU-B7937/2013(H3N2)),H3N2,1701,2013.3287671232877,2013
Nonhuman Mammal,2011-08-04,1512115.6,Influenza A virus (A/swine/Hong Kong/3033/2011(H3N2)),H3N2,1701,2011.5890410958905,2011
Human,2003-12-16,1004643.3,Influenza A virus (A/California/NHRC0002/2003(H3N2)),H3N2,1731,2003.9561643835616,2003
Human,2015-10-21,1788693.16,Influenza A virus (A/Iowa/44/2015(H3N2)),H3N2,1701,2015.8027397260273,2015
Human,2014-04-07,2043668.3,Influenza A virus (A/Brisbane/100/2014(H3N2)),H3N2,1737,2014.2630136986304,2014
Nonhuman Mammal,2013-02-25,2034976.4,Influenza A virus (A/swine/Minnesota/MT_13_01_S71/2013(H3N2)),H3N2,1701,2013.150684931507,2013
Human,2008-02-09,1598847.3,Influenza A virus (A/Hong Kong/184/2008(H3N2)),H3N2,1698,2008.1065573770493,2008
Human,2015-11-02,1788698.6,Influenza A virus (A/Louisiana/06/2015(H3N2)),H3N2,1701,2015.835616438356,2015
Human,2009-07-21,1056543.3,Influenza A virus (A/Hong Kong/H090-727-V1(0)/2009(H3N2)) A/Hong Kong/H090-727-V1(0)/2009,H3N2,1701,2009.5506849315068,2009
Human,2024-12-21,11320.975397,Influenza A virus A/California/LACPHL-INF01361/2024,H3N2,1701,2024.9699453551912,2024
Human,2016-12-15,2014481.3,Influenza A virus (A/New York/5652/2016(H3N2)),H3N2,1701,2016.9535519125684,2016
Human,2024-03-18,11320.839304,Influenza A virus A/Colorado/ISC-1109/2024,H3N2,1737,2024.2103825136612,2024
Human,2014-10-29,1731454.11,Influenza A virus (A/Mississippi/09/2014(H3N2)),H3N2,1701,2014.8246575342464,2014
Nonhuman Mammal,2017-04-05,1983319.4,Influenza A virus (A/swine/North Carolina/A02214438/2017(H3N2)),H3N2,1701,2017.2575342465752,2017
Human,2017-03-20,1984884.6,Influenza A virus (A/Connecticut/15/2017(H3N2)),H3N2,1737,2017.213698630137,2017
Human,2025-01-02,11320.831615,Influenza A virus A/Massachusetts/ISC-1031/2025,H3N2,1737,2025.0027397260271,2025
Nonhuman Mammal,2015-10-20,1758726.3,Influenza A virus (A/swine/Illinois/A01749100/2015(H3N2)),H3N2,1701,2015.8,2015
Human,2010-03-29,1517260.3,Influenza A virus (A/Singapore/C2010.241/2010(H3N2)),H3N2,1762,2010.2383561643835,2010
Human,2025-01-27,11320.825719,Influenza A virus A/Gyeonggi/USAFSAM-15591/2025,H3N2,1701,2025.0712328767124,2025
Human,2010-12-24,1162862.3,Influenza A virus (A/British Columbia/004/2010(H3N2)),H3N2,1680,2010.978082191781,2010
Human,2008-05-10,1599515.3,Influenza A virus (A/Seoul/4295/2008(H3N2)),H3N2,1698,2008.3551912568305,2008
Nonhuman Mammal,2016-06-13,1871500.3,Influenza A virus (A/swine/Iowa/A01776537/2016(H3N2)),H3N2,1701,2016.448087431694,2016
Human,2011-02-12,1167668.3,Influenza A virus (A/Boston/DOA38/2011(H3N2)),H3N2,1731,2011.1150684931504,2011
Human,2025-02-10,11320.968008,Influenza A virus A/Nebraska/USAFSAM-15434/2025,H3N2,1701,2025.109589041096,2025
Human,2015-11-12,1866065.6,Influenza A virus (A/Pennsylvania/45/2015(H3N2)),H3N2,1701,2015.86301369863,2015
Human,2024-11-18,11320.982377,Influenza A virus A/Delaware/97/2024,H3N2,1737,2024.879781420765,2024
Nonhuman Mammal,2015-01-23,1610846.8,Influenza A virus (A/swine/Nebraska/A01567868/2015(H3N2)),H3N2,1701,2015.0602739726028,2015
Human,2012-05-22,1267164.3,Influenza A virus (A/Sao Paulo/10-14211/2012(H3N2)),H3N2,1701,2012.3879781420765,2012
Human,2025-01-09,11320.831272,Influenza A virus A/Massachusetts/ISC-1127/2025,H3N2,1737,2025.021917808219,2025
Human,2025-01-12,11320.832252,Influenza A virus A/Colorado/ISC-1026/2025,H3N2,1737,2025.0301369863016,2025
Human,2017-07-18,2033566.5,Influenza A virus (A/Wyoming/18/2017(H3N2)),H3N2,1737,2017.5424657534247,2017
Human,2010-11,2036324.3,Influenza A virus (A/Hong Kong/CUHK44339/2010(H3N2)),H3N2,1689,2010.8712328767124,2010
Human,2013-10-14,2044221.3,Influenza A virus (A/Victoria/640/2013(H3N2)),H3N2,1737,2013.7835616438356,2013
Human,2017-12-10,2072052.5,Influenza A virus (A/California/149/2017(H3N2)),H3N2,1737,2017.9397260273972,2017
Nonhuman Mammal,2018-12-03,11320.247921,Influenza A virus A/swine/Missouri/A02271170/2018,H3N2,1701,2018.9205479452055,2018
Nonhuman Mammal,2016-09-28,1912077.3,Influenza A virus (A/swine/Iowa/A01781973/2016(H3N2)),H3N2,1701,2016.74043715847,2016
Human,2014-11-12,1731438.5,Influenza A virus (A/Minnesota/34/2014(H3N2)),H3N2,1701,2014.86301369863,2014
